produto_id,media_score_risco,media_defeitos,percentual_os_altas,risco_produto,total_os_log
413869,2.772588722239781,1.0,0.0,0,0.6931471805599453
414479,2.1400661634962708,1.0,0.0,0,0.6931471805599453
414449,2.4849066497880004,1.0,0.0,0,0.6931471805599453
456851,2.5649493574615367,1.0,0.0,0,0.6931471805599453
414994,2.803360380906535,1.0,0.0,0,0.6931471805599453
590572,2.1400661634962708,1.0,0.0,0,0.6931471805599453
413705,2.0794415416798357,1.0,0.0,0,0.6931471805599453
413697,2.1400661634962708,1.0,0.0,0,0.6931471805599453
414805,2.0794415416798357,1.0,0.0,0,0.6931471805599453
1725400,2.1400661634962708,1.0,0.0,0,0.6931471805599453
1732564,2.5257286443082556,1.0,0.0,0,0.6931471805599453
1725558,2.772588722239781,1.0,0.0,0,0.6931471805599453
975745,2.1400661634962708,1.0,0.0,0,0.6931471805599453
2108146,2.0794415416798357,1.0,0.0,0,0.6931471805599453
2108991,2.0794415416798357,1.0,0.0,0,0.6931471805599453
1965429,2.0794415416798357,1.0,0.0,0,0.6931471805599453
2129514,2.1400661634962708,1.0,0.0,0,0.6931471805599453
1965532,2.1400661634962708,1.0,0.0,0,0.6931471805599453
1909158,2.5257286443082556,1.0,0.0,0,0.6931471805599453
2135324,2.5649493574615367,1.0,0.0,0,0.6931471805599453
1965406,2.1972245773362196,1.0,0.0,0,0.6931471805599453
1725557,2.4849066497880004,1.0,0.0,0,0.6931471805599453
2138302,2.1400661634962708,1.0,0.0,0,0.6931471805599453
1720251,2.803360380906535,1.0,0.0,0,0.6931471805599453
414193,3.1780538303479458,1.0,0.0,1,0.6931471805599453
413714,2.0794415416798357,1.0,0.0,0,0.6931471805599453
1725438,2.4849066497880004,1.0,0.0,0,0.6931471805599453
2138274,3.0204248861443626,1.0,0.0,1,0.6931471805599453
587349,2.4849066497880004,1.0,0.0,0,0.6931471805599453
413794,2.0794415416798357,1.0,0.0,0,0.6931471805599453
2111924,2.0794415416798357,1.0,0.0,0,0.6931471805599453
2144957,2.1400661634962708,1.0,0.0,0,0.6931471805599453
1725469,3.157000421150113,1.0,0.0,1,0.6931471805599453
1725833,2.5649493574615367,1.0,0.0,0,0.6931471805599453
2144946,2.1400661634962708,1.0,0.0,0,0.6931471805599453
2144947,3.068052935133617,1.0,0.0,1,0.6931471805599453
615662,3.091042453358316,1.0,0.0,1,0.6931471805599453
1965467,2.772588722239781,1.0,0.0,0,0.6931471805599453
1909160,2.1972245773362196,1.0,0.0,0,0.6931471805599453
1958699,2.70805020110221,1.0,0.0,0,0.6931471805599453
1725543,2.70805020110221,1.0,0.0,0,0.6931471805599453
1725499,2.70805020110221,1.0,0.0,0,0.6931471805599453
1725512,2.833213344056216,1.0,0.0,0,0.6931471805599453
2107334,2.1400661634962708,1.0,0.0,0,0.6931471805599453
720862,2.8622008809294686,1.0,0.0,0,0.6931471805599453
1725521,3.044522437723423,1.0,0.0,1,0.6931471805599453
414613,2.772588722239781,1.0,0.0,0,0.6931471805599453
2144953,2.5257286443082556,1.0,0.0,0,0.6931471805599453
2152381,2.1972245773362196,1.0,0.0,0,0.6931471805599453
414496,2.803360380906535,1.0,0.0,0,0.6931471805599453
413791,2.1972245773362196,1.0,0.0,0,0.6931471805599453
751164,2.1972245773362196,1.0,0.0,0,0.6931471805599453
1725370,2.1972245773362196,1.0,0.0,0,0.6931471805599453
2145413,2.1972245773362196,1.0,0.0,0,0.6931471805599453
742082,2.1400661634962708,1.0,0.0,0,0.6931471805599453
2138474,3.1986731175506815,1.0,0.0,1,0.6931471805599453
2156200,2.6026896854443837,1.0,0.0,0,0.6931471805599453
1725429,2.833213344056216,1.0,0.0,0,0.6931471805599453
413808,3.0204248861443626,1.0,0.0,1,1.0986122886681096
413727,2.8903717578961645,1.0,0.0,1,1.0986122886681096
413773,2.8622008809294686,1.0,0.0,1,1.0986122886681096
2135423,3.044522437723423,1.0,0.0,1,1.0986122886681096
617696,3.044522437723423,1.0,0.0,1,1.0986122886681096
414393,2.277267285009756,1.0,0.0,0,1.0986122886681096
414633,2.3513752571634776,1.0,0.0,0,1.0986122886681096
590564,2.3513752571634776,1.0,0.0,0,1.0986122886681096
716386,2.3513752571634776,1.0,0.0,0,1.0986122886681096
414676,2.3513752571634776,1.0,0.0,0,1.0986122886681096
728974,2.5455312716044354,1.0,0.0,0,1.0986122886681096
1729767,2.374905754573672,1.0,0.0,0,1.0986122886681096
414183,2.3978952727983707,1.0,0.0,0,1.0986122886681096
413903,2.505525936990736,1.0,0.0,0,1.0986122886681096
414859,2.327277705584417,1.0,0.0,0,1.0986122886681096
1729662,2.5649493574615367,1.0,0.0,0,1.0986122886681096
649521,2.505525936990736,1.0,0.0,0,1.0986122886681096
1598710,2.6741486494265287,1.0,0.0,0,1.0986122886681096
615185,2.1400661634962708,1.0,0.0,0,1.0986122886681096
414243,2.374905754573672,1.0,0.0,0,1.0986122886681096
587362,2.803360380906535,1.0,0.0,0,1.0986122886681096
414868,2.1400661634962708,1.0,0.0,0,1.0986122886681096
720853,2.5257286443082556,1.0,0.0,0,1.0986122886681096
414519,2.740840023925201,1.0,0.0,0,1.0986122886681096
613051,2.5455312716044354,1.0,0.0,0,1.0986122886681096
414145,2.4423470353692043,1.0,0.0,0,1.0986122886681096
414151,2.374905754573672,1.0,0.0,0,1.0986122886681096
414264,2.3513752571634776,1.0,0.0,0,1.0986122886681096
729395,2.6741486494265287,1.0,0.0,0,1.0986122886681096
728975,2.6741486494265287,1.0,0.0,0,1.0986122886681096
728972,2.7568403652716422,1.0,0.0,0,1.0986122886681096
414437,2.5257286443082556,1.0,0.0,0,1.0986122886681096
1754278,2.505525936990736,1.0,0.0,0,1.0986122886681096
414453,2.3513752571634776,1.0,0.0,0,1.0986122886681096
636375,2.6026896854443837,1.0,0.0,0,1.0986122886681096
414926,2.0794415416798357,1.0,0.0,0,1.0986122886681096
1725406,2.1400661634962708,1.0,0.0,0,1.0986122886681096
1935137,2.302585092994046,1.0,0.0,0,1.0986122886681096
1909177,2.277267285009756,1.0,0.0,0,1.0986122886681096
1764058,2.6210388241125804,1.0,0.0,0,1.0986122886681096
414913,2.374905754573672,1.0,0.0,0,1.0986122886681096
1936080,2.1102132003465894,1.0,0.0,0,1.0986122886681096
610469,2.0794415416798357,1.0,0.0,0,1.0986122886681096
1958999,2.0794415416798357,1.0,0.0,0,1.0986122886681096
1958913,2.1400661634962708,1.0,0.0,0,1.0986122886681096
1959001,2.0794415416798357,1.0,0.0,0,1.0986122886681096
1765949,2.70805020110221,1.0,0.0,0,1.0986122886681096
413953,2.0794415416798357,1.0,0.0,0,1.0986122886681096
675644,2.1102132003465894,1.0,0.0,0,1.0986122886681096
2077802,2.1400661634962708,1.0,0.0,0,1.0986122886681096
780183,2.1400661634962708,1.0,0.0,0,1.0986122886681096
2078442,2.463853240590168,1.0,0.0,0,1.0986122886681096
414510,2.583997552432231,1.0,0.0,0,1.0986122886681096
414089,2.1400661634962708,1.0,0.0,0,1.0986122886681096
1965426,2.5257286443082556,1.0,0.0,0,1.0986122886681096
413906,2.0794415416798357,1.0,0.0,0,1.0986122886681096
2086371,2.1400661634962708,1.0,0.0,0,1.0986122886681096
1748532,2.5257286443082556,1.0,0.0,0,1.0986122886681096
414091,2.327277705584417,1.0,0.0,0,1.0986122886681096
2109215,2.5257286443082556,1.0,0.0,0,1.0986122886681096
414499,2.0794415416798357,1.0,0.0,0,1.0986122886681096
1725536,2.327277705584417,1.0,0.0,0,1.0986122886681096
1725542,2.302585092994046,1.0,0.0,0,1.0986122886681096
1965412,2.302585092994046,1.0,0.0,0,1.0986122886681096
413904,2.7880929087757464,1.0,0.0,0,1.0986122886681096
1725501,2.505525936990736,1.0,0.0,0,1.0986122886681096
1725503,2.691243082785829,1.0,0.0,0,1.0986122886681096
2146942,2.4423470353692043,1.0,0.0,0,1.0986122886681096
2138258,2.3513752571634776,1.0,0.0,0,1.0986122886681096
2144903,2.5649493574615367,1.0,0.0,0,1.0986122886681096
413764,2.643511679964639,1.0,0.0,1,2.833213344056216
1754219,2.495269436823547,1.0,0.0,0,1.6094379124341003
736165,2.316769727985998,1.0,0.0,0,2.0794415416798357
414620,2.501435951739211,1.0,0.0,1,2.772588722239781
414724,2.379546134130174,1.0,0.0,0,1.791759469228055
736166,2.3807028722579977,1.0,0.0,0,2.1972245773362196
592426,2.803360380906535,1.0,0.0,1,1.6094379124341003
651459,2.5389738710583023,1.0,0.0,0,1.3862943611198906
705355,2.5360749363624,1.0,0.0,1,3.9318256327243257
721196,2.6026896854443837,1.0,0.0,1,3.091042453358316
729399,2.4350742760401536,1.0,0.0,0,1.9459101490553132
729721,2.5021187786690944,1.0,0.0,1,2.5649493574615367
664777,2.4932054526026954,1.0,0.0,0,1.791759469228055
414807,2.2512917986064953,1.0,0.0,0,1.6094379124341003
415197,2.5356789751614235,1.0,0.0,1,3.2188758248682006
610196,2.755396321699426,1.0,0.0,1,2.4849066497880004
1766567,2.678197237952545,1.0,0.0,1,3.5553480614894135
414810,2.3648889763301963,1.0,0.0,0,2.0794415416798357
414821,2.520716102484711,1.0,0.0,1,2.1972245773362196
1732568,2.4277482359480222,1.0,0.0,0,1.3862943611198906
721195,2.468099531471619,1.0,0.0,0,1.791759469228055
414236,2.178532444324063,1.0,0.0,0,1.3862943611198906
414506,2.431417964837014,1.0,0.0,0,1.6094379124341003
678007,2.33767641280532,1.0,0.0,0,2.0794415416798357
1752250,2.4423470353692043,1.0,0.0,0,1.3862943611198906
1737239,2.3307559699607436,1.0,0.0,0,2.0794415416798357
720890,2.2512917986064953,1.0,0.0,0,1.6094379124341003
414317,2.691243082785829,1.0,0.0,1,1.6094379124341003
616262,2.8514287839475574,1.0,0.0,1,2.1972245773362196
642852,2.4277482359480222,1.0,0.0,1,2.302585092994046
414585,2.4159137783010487,1.0,0.0,1,2.772588722239781
590569,2.627081138568519,1.0,0.0,1,1.9459101490553132
720851,2.4277482359480222,1.0,0.0,0,1.9459101490553132
614096,2.3097025607629122,1.0,0.0,1,2.70805020110221
610687,2.501435951739211,1.0,0.0,1,2.3978952727983707
414477,2.329984067182162,1.0,0.0,0,2.302585092994046
592596,2.8972922007407385,1.0,0.0,1,2.1972245773362196
414942,2.495269436823547,1.0,0.0,1,2.1972245773362196
414971,2.5796339091444813,1.0,0.0,1,2.639057329615259
590693,2.533696813957432,1.0,0.0,0,1.791759469228055
610744,2.8810693652338326,1.0,0.0,1,2.302585092994046
1725851,2.5389738710583023,1.0,0.0,0,1.3862943611198906
453854,2.36712361413162,1.0,0.0,1,2.5649493574615367
414395,2.4849066497880004,1.0,0.0,0,1.791759469228055
728970,2.6149597780362224,1.0,0.0,1,1.9459101490553132
413882,2.3513752571634776,1.0,0.0,0,1.791759469228055
414388,2.5370924029585593,1.0,0.0,1,2.0794415416798357
414448,2.627081138568519,1.0,0.0,0,1.3862943611198906
414169,2.174751721484161,1.0,0.0,0,1.791759469228055
414889,2.3513752571634776,1.0,0.0,0,1.9459101490553132
415009,2.540617256802006,1.0,0.0,1,2.1972245773362196
414121,2.0794415416798357,1.0,0.0,0,1.3862943611198906
414468,2.6149597780362224,1.0,0.0,0,1.3862943611198906
716383,2.3191143949452595,1.0,0.0,0,1.3862943611198906
720896,2.4054424784337236,1.0,0.0,0,1.9459101490553132
717848,2.3445492920930753,1.0,0.0,0,2.0794415416798357
413844,2.159484249353376,1.0,0.0,0,1.3862943611198906
1755326,2.6149597780362224,1.0,0.0,0,1.3862943611198906
414980,2.4423470353692043,1.0,0.0,0,1.3862943611198906
414544,2.4459636758394216,1.0,0.0,1,2.5649493574615367
592425,2.509599262378372,1.0,0.0,0,1.791759469228055
615661,2.6026896854443837,1.0,0.0,0,1.6094379124341003
1855712,2.4298468726049856,1.0,0.0,0,2.0794415416798357
414939,2.4304184645038984,1.0,0.0,1,2.4849066497880004
1853257,2.4298468726049856,1.0,0.0,0,2.0794415416798357
414742,2.7300291078209638,1.0,0.0,0,1.3862943611198906
414307,2.120263536200087,1.0,0.0,0,1.3862943611198906
1730612,2.236833715431269,1.0,0.0,0,2.4849066497880004
413715,2.653241964607215,1.0,0.0,1,2.3978952727983707
1725848,2.70805020110221,1.0,0.0,0,1.3862943611198906
1732722,2.6602595372658615,1.0,0.0,1,1.791759469228055
1753906,2.2192034840549946,1.0,0.0,0,2.3978952727983707
588642,2.3513752571634776,1.0,0.0,0,1.6094379124341003
1725847,2.1972245773362196,1.0,0.0,0,1.6094379124341003
415133,2.7673667782586504,1.0,0.0,1,1.9459101490553132
414692,2.515678308454754,1.0,0.0,0,1.6094379124341003
415044,2.094945728215801,1.0,0.0,0,1.6094379124341003
1756521,2.36712361413162,1.0,0.0,0,1.3862943611198906
414201,2.3702437414678603,1.0,0.0,0,1.791759469228055
414131,2.4849066497880004,1.0,0.0,0,1.791759469228055
587284,2.412933150162941,1.0,0.0,0,1.3862943611198906
1756523,2.4423470353692043,1.0,0.0,1,2.833213344056216
590565,2.2512917986064953,1.0,0.0,0,1.6094379124341003
728971,2.335374915817033,1.0,0.0,0,1.9459101490553132
415076,2.5389738710583023,1.0,0.0,0,1.9459101490553132
1846839,2.1400661634962708,1.0,0.0,0,1.3862943611198906
413933,2.495269436823547,1.0,0.0,0,1.6094379124341003
742070,2.5257286443082556,1.0,0.0,0,1.9459101490553132
1905446,2.740840023925201,1.0,0.0,0,1.3862943611198906
621556,2.341805806147327,1.0,0.0,1,3.044522437723423
1756508,2.5123056239760877,1.0,0.0,0,1.3862943611198906
1905178,2.3978952727983707,1.0,0.0,0,1.3862943611198906
414260,2.5649493574615367,1.0,0.0,0,1.3862943611198906
1958316,2.5649493574615367,1.0,0.0,0,1.6094379124341003
414284,2.3608540011180215,1.0,0.0,1,3.044522437723423
610664,2.382627800667579,1.0,0.0,0,1.3862943611198906
813865,2.4567357728213324,1.0,0.0,0,1.3862943611198906
1905444,2.766319109226186,1.0,0.0,1,1.791759469228055
413895,2.685577345250174,1.0,0.0,0,1.3862943611198906
1965465,2.2276220545205927,1.0,0.0,0,2.302585092994046
1965463,2.4849066497880004,1.0,0.0,0,1.3862943611198906
1965434,2.3460702049337803,1.0,0.0,0,2.302585092994046
414614,2.382627800667579,1.0,0.0,0,1.3862943611198906
1965469,2.5123056239760877,1.0,0.0,0,1.3862943611198906
1965460,2.2082744135228043,1.0,0.0,0,1.791759469228055
1905448,2.470920407813232,1.0,0.0,1,2.302585092994046
1909159,2.6149597780362224,1.0,0.0,0,1.3862943611198906
414619,2.719100037288817,1.0,0.0,0,1.3862943611198906
1931230,2.803360380906535,1.0,0.0,1,1.3862943611198906
615203,2.2686835413183677,1.0,0.0,0,1.3862943611198906
414333,2.327277705584417,1.0,0.0,0,1.9459101490553132
414629,2.552045952625603,1.0,0.0,0,1.3862943611198906
728984,2.2512917986064953,1.0,0.0,0,1.3862943611198906
813870,2.1400661634962708,1.0,0.0,0,1.3862943611198906
1935067,2.2464956263430067,1.0,0.0,0,2.4849066497880004
1959004,2.0794415416798357,1.0,0.0,0,1.3862943611198906
1958918,2.5649493574615367,1.0,0.0,0,1.3862943611198906
415144,2.285777974677661,1.0,0.0,0,1.3862943611198906
1965424,2.4383866341530678,1.0,0.0,1,3.1354942159291497
413745,2.1000608288825755,1.0,0.0,0,1.3862943611198906
2100093,2.4203681286504293,1.0,0.0,0,1.9459101490553132
1965428,2.451005098112319,1.0,0.0,0,1.791759469228055
1965421,2.8233610476131847,1.0,0.0,1,1.3862943611198906
413798,2.995732273553991,1.0,0.0,1,1.3862943611198906
613052,2.2823823856765264,1.0,0.0,0,2.3978952727983707
1965413,2.5123056239760877,1.0,0.0,0,1.3862943611198906
1725467,2.70805020110221,1.0,0.0,0,1.3862943611198906
2130064,2.4849066497880004,1.0,0.0,0,1.3862943611198906
2135523,2.4595888418037104,1.0,0.0,0,1.791759469228055
2138260,2.4986999719203635,1.0,0.0,0,1.3862943611198906
1725468,2.501435951739211,1.0,0.0,0,1.791759469228055
2144945,2.665490586683414,1.0,0.0,0,1.6094379124341003
2086372,2.935628349484268,1.0,0.0,1,1.3862943611198906
2145415,2.5649493574615367,1.0,0.0,0,1.6094379124341003
1725510,2.6741486494265287,1.0,0.0,0,1.3862943611198906
2145416,2.4986999719203635,1.0,0.0,0,1.3862943611198906
2145414,2.9444389791664403,1.0,0.0,1,1.3862943611198906
2138328,1.6094379124341003,0.0,0.0,0,0.6931471805599453
2160627,0.4054651081081644,0.0,0.0,0,0.6931471805599453
1965374,0.4054651081081644,0.0,0.0,0,0.6931471805599453
2160781,2.0815943950409315,0.0,0.0,1,3.4011973816621555
2138478,0.4054651081081644,0.0,0.0,0,0.6931471805599453
2162037,2.4277482359480222,0.0,0.0,0,1.3862943611198906
2164844,1.9459101490553132,0.0,0.0,0,1.0986122886681096
2164843,1.7235103686939541,0.0,0.0,0,3.2188758248682006
2164840,2.1000608288825755,0.0,0.0,0,1.3862943611198906
1724648,2.302585092994046,0.0,0.0,0,0.6931471805599453
2167088,1.6711314814394367,0.0,0.0,0,2.4849066497880004
2167096,1.6094379124341003,0.0,0.0,0,0.6931471805599453
2167118,2.0149030205422647,0.0,0.0,0,1.9459101490553132
729393,3.091042453358316,0.0,0.0,1,0.6931471805599453
2167197,2.0794415416798357,0.0,0.0,0,2.302585092994046
2164842,1.343734746701086,0.0,0.0,0,1.3862943611198906
2178123,1.3260021308637677,0.0,0.0,1,4.553876891600541
2178210,0.4054651081081644,0.0,0.0,0,0.6931471805599453
2138514,1.252762968495368,0.0,0.0,0,1.0986122886681096
414203,0.6931471805599453,0.0,0.0,0,0.6931471805599453
2178407,1.6274564179367803,0.0,0.0,0,2.4849066497880004
2178401,1.4469189829363254,0.0,0.0,0,1.0986122886681096
2156412,1.3862943611198906,0.0,0.0,0,1.0986122886681096
2079204,2.505525936990736,0.0,0.0,0,1.0986122886681096
414418,0.6931471805599453,0.0,0.0,0,0.6931471805599453
2178596,1.8245492920510458,0.0,0.0,0,1.791759469228055
1731078,1.5040773967762742,0.0,0.0,0,0.6931471805599453
2106351,2.2512917986064953,0.0,0.0,0,0.6931471805599453
2156414,2.2082744135228043,0.0,0.0,0,1.791759469228055
2178767,2.4471663218051916,0.0,0.0,1,3.332204510175204
1959029,2.5560339938035543,0.0,0.0,1,2.639057329615259
1725509,1.9459101490553132,0.0,0.0,0,0.6931471805599453
2145411,2.094945728215801,0.0,0.0,0,1.6094379124341003
2178878,0.6931471805599453,0.0,0.0,0,0.6931471805599453
1725522,1.8718021769015913,0.0,0.0,0,1.0986122886681096
2179041,2.1400661634962708,0.0,0.0,0,1.0986122886681096
1725516,1.5040773967762742,0.0,0.0,0,0.6931471805599453
2098299,0.4054651081081644,0.0,0.0,0,1.0986122886681096
2180499,2.123116605182503,0.0,0.0,0,2.0794415416798357
1959013,2.1972245773362196,0.0,0.0,0,0.6931471805599453
2181203,2.8903717578961645,0.0,0.0,0,0.6931471805599453
2181200,1.8191584434161747,0.0,0.0,0,1.3862943611198906
2181531,1.7047480922384253,0.0,0.0,0,0.6931471805599453
2181554,2.70805020110221,0.0,0.0,0,1.0986122886681096
610431,3.044522437723423,0.0,0.0,1,0.6931471805599453
2181396,1.6062068918526469,0.0,0.0,0,3.4657359027997265
2181590,1.9459101490553132,0.0,0.0,0,1.0986122886681096
2085633,2.302585092994046,0.0,0.0,0,0.6931471805599453
2182150,1.6739764335716654,0.0,0.0,0,1.3862943611198906
2156427,2.8903717578961645,0.0,0.0,0,0.6931471805599453
1965376,0.4054651081081644,0.0,0.0,0,0.6931471805599453
2156409,2.302585092994046,0.0,0.0,0,0.6931471805599453
2182769,0.0,0.0,0.0,0,1.0986122886681096
2182873,0.5108256237659927,0.0,0.0,0,1.3862943611198906
2183524,2.6026896854443837,0.0,0.0,0,0.6931471805599453
2183532,1.923687012270611,0.0,0.0,0,3.295836866004329
2184120,1.5040773967762742,0.0,0.0,0,2.302585092994046
1904570,1.1786549963416462,0.0,0.0,0,1.0986122886681096
729398,2.302585092994046,0.0,0.0,0,0.6931471805599453
2184358,1.6094379124341003,0.0,0.0,0,2.0794415416798357
1922023,0.0,0.0,0.0,0,1.9459101490553132
2184359,0.9162907318741551,0.0,0.0,0,1.791759469228055
414726,2.3513752571634776,0.0,0.0,0,0.6931471805599453
2156411,0.6931471805599453,0.0,0.0,0,0.6931471805599453
616929,2.1972245773362196,0.0,0.0,0,0.6931471805599453
2183359,2.2512917986064953,0.0,0.0,0,0.6931471805599453
2184474,2.7104283235071587,0.0,0.0,1,2.70805020110221
2189468,1.0745147370890393,0.0,0.0,0,2.0794415416798357
2189586,1.8123787564307907,0.0,0.0,0,2.1972245773362196
414382,2.5257286443082556,0.0,0.0,0,0.6931471805599453
587361,2.803360380906535,0.0,0.0,0,0.6931471805599453
414778,1.7047480922384253,0.0,0.0,0,0.6931471805599453
2190720,3.0204248861443626,0.0,0.0,1,0.6931471805599453
2149072,1.4271163556401536,0.0,0.0,0,1.3862943611198906
1959011,2.495269436823547,0.0,0.0,0,1.6094379124341003
2190801,2.5257286443082556,0.0,0.0,0,0.6931471805599453
2190806,1.6094379124341003,0.0,0.0,0,1.0986122886681096
2184462,2.4423470353692043,0.0,0.0,0,0.6931471805599453
2191102,2.3513752571634776,0.0,0.0,0,0.6931471805599453
1904572,2.302585092994046,0.0,0.0,0,0.6931471805599453
2193572,2.4849066497880004,0.0,0.0,0,1.0986122886681096
2184323,0.6931471805599453,0.0,0.0,0,1.791759469228055
2184470,2.5123056239760877,0.0,0.0,0,1.9459101490553132
2191109,2.1102132003465894,0.0,0.0,0,1.6094379124341003
2191105,2.1972245773362196,0.0,0.0,0,1.0986122886681096
2184464,1.6094379124341003,0.0,0.0,0,0.6931471805599453
